Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07289|Mandarin - Virtual Emergency Care - Banner",1022210973,LI07289|Mandarin - Virtual Emergency Care - Banner,22864523945,08/02/2026,CA01196,55961000,2194,2194,11,0.50%,72.276542,66.005974,0,0,0,0,0,0.00%,1711,2107,81.21%,-87,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07290|Vietnamese - Virtual Emergency Care - Banner",1022575960,LI07290|Vietnamese - Virtual Emergency Care - Banner,22868376928,08/02/2026,CA01196,55961000,2700,2700,11,0.41%,102.709633,93.798752,0,0,0,0,0,0.00%,2331,2642,88.23%,-58,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07291|Cantonese - Virtual Emergency Care - Banner",1022263244,LI07291|Cantonese - Virtual Emergency Care - Banner,22864531337,08/02/2026,CA01196,55961000,2527,2527,13,0.51%,95.356671,87.083718,0,0,0,0,0,0.00%,2050,2457,83.44%,-70,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07292|Greek - Virtual Emergency Care - Banner",1022213145,LI07292|Greek - Virtual Emergency Care - Banner,22858704441,08/02/2026,CA01196,55961000,2513,2513,11,0.44%,91.757126,83.796462,0,0,0,0,0,0.00%,1874,2440,76.80%,-73,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07293|Arabic - Virtual Emergency Care - Banner",1022263916,LI07293|Arabic - Virtual Emergency Care - Banner,22864534451,08/02/2026,CA01196,55961000,2730,2730,11,0.40%,103.713604,94.71562,0,0,0,0,0,0.00%,2323,2646,87.79%,-84,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07294|Italian - Virtual Emergency Care - Banner",1022213889,LI07294|Italian - Virtual Emergency Care - Banner,22864526348,08/02/2026,CA01196,55961000,2750,2750,11,0.40%,122.329112,111.716084,0,0,0,0,0,0.00%,2059,2677,76.91%,-73,0
CL00003,784915671,INR,"IO01235|Right Care, Right Time Campaign Aug'25 to Sep'25 IO|LI07295|Turkish - Virtual Emergency Care - Banner",1022263709,LI07295|Turkish - Virtual Emergency Care - Banner,22864531163,08/02/2026,CA01196,55961000,2735,2735,13,0.48%,104.579394,95.506296,0,0,0,0,0,0.00%,2308,2681,86.09%,-54,0
CL00003,784915671,INR,IO01240|Zee5 - Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07327|Zee5 - Hindi - Video - Burst - 4 NEW,1022773504,LI07327|Zee5 - Hindi - Video - Burst - 4 NEW,22920646018,08/02/2026,CA01201,56001302,1394,1394,7,0.50%,84.490098,77.159907,1341,854,531,369,1157,86.28%,1145,1298,88.21%,-96,-53
CL00003,784915671,INR,IO01240|Zee5 - Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07328|Zee5 - Punjabi - Video - Burst - 4 NEW,1022772823,LI07328|Zee5 - Punjabi - Video - Burst - 4 NEW,22916584055,08/02/2026,CA01201,56001302,1497,1497,7,0.47%,90.430656,82.585074,1406,786,490,382,1065,75.75%,1160,1432,81.01%,-65,-91
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07337|Arabic - Video - Burst - 4,1022383992,LI07337|Arabic - Video - Burst - 4,22909607885,08/02/2026,CA01202,56003266,2672,2672,10,0.37%,115.473326,105.455092,2572,2428,2281,2177,2075,80.68%,2294,2600,88.23%,-72,-100
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07338|Greek - Video - Burst - 4,1022744092,LI07338|Greek - Video - Burst - 4,22903885179,08/02/2026,CA01202,56003266,2670,2670,12,0.45%,110.720565,101.114671,2613,2170,1925,1711,2016,77.15%,2222,2603,85.36%,-67,-57
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07339|Italian - Video - Burst - 4,1022412605,LI07339|Italian - Video - Burst - 4,22913779405,08/02/2026,CA01202,56003266,2404,2404,12,0.50%,105.448373,96.299884,2326,1609,1352,1159,2040,87.70%,1880,2306,81.53%,-98,-78
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07340|Punjabi - Video - Burst - 4,1022384022,LI07340|Punjabi - Video - Burst - 4,22903893345,08/02/2026,CA01202,56003266,2778,778,11,0.40%,85.144312,77.757363,2711,2360,1870,1772,2221,81.93%,2405,2709,88.78%,-69,-67
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07341|Hindi - Video - Burst - 4,1022727250,LI07341|Hindi - Video - Burst - 4,22913781328,08/02/2026,CA01202,56003266,2319,2319,11,0.47%,101.009715,92.246315,2230,1341,982,821,1944,87.17%,1923,2256,85.24%,-63,-89
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07342|Mandarin - Video - Burst - 4,1022382987,LI07342|Mandarin - Video - Burst - 4,22909621355,08/02/2026,CA01202,56003266,2801,2801,13,0.46%,128.333077,117.199157,2714,2469,2327,2187,2079,76.60%,2392,2749,87.01%,-52,-87
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07343|Cantonese - Video - Burst - 4,1022384259,LI07343|Cantonese - Video - Burst - 4,22913780767,08/02/2026,CA01202,56003266,2268,2268,11,0.49%,106.638881,97.387106,2197,2004,1851,1726,1649,75.06%,1857,2208,84.10%,-60,-71
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07344|Vietnamese - Video - Burst - 4,1022383224,LI07344|Vietnamese - Video - Burst - 4,22903893528,08/02/2026,CA01202,56003266,2794,2794,15,0.54%,126.678088,115.687752,2717,2544,2379,2245,2110,77.66%,2078,2705,76.82%,-89,-77
CL00003,784915671,INR,IO01241|Media Partnerships Campaign Aug'25 to Jun'26 IO|LI07345|Turkish - Video - Burst - 4,1022384025,LI07345|Turkish - Video - Burst - 4,22903894743,08/02/2026,CA01202,56003266,2794,2794,12,0.43%,125.620912,114.722294,2712,2366,2036,1858,2205,81.31%,2394,2697,88.77%,-97,-82
CL00003,784915671,INR,IO01247|VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07403|Vietnamese - Banner,1022472252,LI07403|Vietnamese - Banner,22927678517,08/02/2026,CA01208,56017580,1065,1065,5,0.47%,40.405282,36.899801,0,0,0,0,0,0.00%,783,969,80.80%,-96,0
CL00003,784915671,INR,IO01247|VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07405|Sinhalese - Banner,1022834545,LI07405|Sinhalese - Banner,22927679747,08/02/2026,CA01208,56017580,1082,1082,5,0.46%,33.946878,31.001715,0,0,0,0,0,0.00%,818,998,81.96%,-84,0
CL00003,784915671,INR,IO01247|VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07406|Persian - Banner,1022835679,LI07406|Persian - Banner,22927680395,08/02/2026,CA01208,56017580,768,768,3,0.39%,26.648499,24.336529,0,0,0,0,0,0.00%,543,674,80.56%,-94,0
CL00003,784915671,INR,IO01248|Zee5 - VCE Reforms Campaign Aug’25 to Oct’25 IO|LI07408|Hindi - Banner,1022835328,LI07408|Hindi - Banner,22931755576,08/02/2026,CA01209,56017864,890,890,4,0.45%,39.195095,35.794607,0,0,0,0,0,0.00%,724,836,86.60%,-54,0
CL00003,784915671,INR,IO01254|TFNSW Park and Ride Campaign Sep'25 to Nov'25 IO|LI08270|Mandarin - Banner - Burst-3 - Part B,1024779816,LI08270|Mandarin - Banner - Burst-3 - Part B,23356900951,08/02/2026,CA01215,56086233,2402,2402,10,0.42%,74.605839,68.133186,0,0,0,0,0,0.00%,1931,2334,82.73%,-68,0
CL00003,784915671,INR,IO01254|TFNSW Park and Ride Campaign Sep'25 to Nov'25 IO|LI08271|Cantonese - Banner - Burst-3 - Part B,1024744073,LI08271|Cantonese - Banner - Burst-3 - Part B,23352834440,08/02/2026,CA01215,56086233,3982,3982,20,0.50%,185.496071,169.402805,0,0,0,0,0,0.00%,3171,3881,81.71%,-101,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07456|MPN - Priority - ACT - Indian - Banner,1022781578,LI07456|MPN - Priority - ACT - Indian - Banner,22989955436,08/02/2026,CA01221,56068715,605,605,3,0.50%,28.898742,26.391545,0,0,0,0,0,0.00%,420,542,77.49%,-63,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07457|MPN - Priority - ACT - Pakistan - Banner,1023124111,LI07457|MPN - Priority - ACT - Pakistan - Banner,22994019106,08/02/2026,CA01221,56068715,595,595,3,0.50%,18.291147,16.704244,0,0,0,0,0,0.00%,419,514,81.52%,-81,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07458|MPN - Priority - ACT - Srilanka - Banner,1023125053,LI07458|MPN - Priority - ACT - Srilanka - Banner,22994020237,08/02/2026,CA01221,56068715,557,557,3,0.54%,17.529863,16.009007,0,0,0,0,0,0.00%,411,471,87.26%,-86,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07459|MPN - Secondary - NSW - Indian - Banner,1023124630,LI07459|MPN - Secondary - NSW - Indian - Banner,22983685914,08/02/2026,CA01221,56068715,291,291,1,0.34%,10.708188,9.779167,0,0,0,0,0,0.00%,242,287,84.32%,-4,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07460|MPN - Secondary - NSW - Pakistan - Banner,1023122269,LI07460|MPN - Secondary - NSW - Pakistan - Banner,22983689919,08/02/2026,CA01221,56068715,301,301,1,0.33%,9.1312,8.338995,0,0,0,0,0,0.00%,240,298,80.54%,-3,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07461|MPN - Secondary - NSW - Srilanka - Banner,1022753078,LI07461|MPN - Secondary - NSW - Srilanka - Banner,22989961334,08/02/2026,CA01221,56068715,301,301,1,0.33%,10.362806,9.46375,0,0,0,0,0,0.00%,256,299,85.62%,-2,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07462|MPN - Secondary - VIC - Indian - Banner,1023124627,LI07462|MPN - Secondary - VIC - Indian - Banner,22983686355,08/02/2026,CA01221,56068715,301,301,1,0.33%,11.608013,10.600925,0,0,0,0,0,0.00%,255,288,88.54%,-13,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07463|MPN - Secondary - VIC - Pakistan - Banner,1022760477,LI07463|MPN - Secondary - VIC - Pakistan - Banner,22989961424,08/02/2026,CA01221,56068715,301,301,1,0.33%,8.456031,7.722403,0,0,0,0,0,0.00%,220,287,76.66%,-14,0
CL00003,784915671,INR,IO01260|MPN - Ginninderry Property - Q1 - 2026 Campaign Jan'25 to Mar'26 IO|LI07464|MPN - Secondary - VIC - Srilanka - Banner,1022758860,LI07464|MPN - Secondary - VIC - Srilanka - Banner,22994024812,08/02/2026,CA01221,56068715,298,298,1,0.34%,9.041806,8.257357,0,0,0,0,0,0.00%,232,286,81.12%,-12,0
CL00003,784915671,INR,IO01261|Zee5 - Grand Prix Campaign Sep'25 to Mar'26 IO|LI07471|Zee5 - Hindi - Announce - Video,1023148663,LI07471|Zee5 - Hindi - Announce - Video,22999285168,08/02/2026,CA01222,56064031,1150,1150,6,0.52%,75.535443,68.98214,1081,776,409,255,937,86.68%,833,1072,77.71%,-78,-69
CL00003,784915671,INR,IO01267|University of Wollongong Liverpool Campus Campaign Sep'25 to Mar'26 IO|LI07485|Mandarin - Banner,1022814477,LI07485|Mandarin - Banner,22997930553,08/02/2026,CA01228,56102511,221,221,1,0.45%,7.443231,6.797471,0,0,0,0,0,0.00%,156,205,76.10%,-16,0
CL00003,784915671,INR,IO01267|University of Wollongong Liverpool Campus Campaign Sep'25 to Mar'26 IO|LI07486|Vietnamese - Banner,1023196135,LI07486|Vietnamese - Banner,23008151737,08/02/2026,CA01228,56102511,657,657,3,0.46%,26.796848,24.472007,0,0,0,0,0,0.00%,494,566,87.28%,-91,0
CL00003,784915671,INR,IO01267|University of Wollongong Liverpool Campus Campaign Sep'25 to Mar'26 IO|LI07487|Arabic - Banner,1023197989,LI07487|Arabic - Banner,23004107717,08/02/2026,CA01228,56102511,1334,1334,5,0.37%,49.802674,45.481894,0,0,0,0,0,0.00%,975,1255,77.69%,-79,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07488|Mandarin - Banner,1023249838,LI07488|Mandarin - Banner,23004967323,08/02/2026,CA01229,56089607,3049,3049,14,0.46%,105.29646,96.161151,0,0,0,0,0,0.00%,2526,2926,86.33%,-123,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07489|Vietnamese - Banner,1022881037,LI07489|Vietnamese - Banner,23015133517,08/02/2026,CA01229,56089607,3281,3281,15,0.46%,133.129497,121.579449,0,0,0,0,0,0.00%,2492,3174,78.51%,-107,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07490|Greek - Banner,1023249841,LI07490|Greek - Banner,23015134981,08/02/2026,CA01229,56089607,2912,2912,16,0.55%,106.525291,97.283371,0,0,0,0,0,0.00%,2279,2853,79.88%,-59,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07491|Cantonese - Banner,1022881043,LI07491|Cantonese - Banner,23011136522,08/02/2026,CA01229,56089607,3436,3436,15,0.44%,147.63036,134.822247,0,0,0,0,0,0.00%,2735,3268,83.69%,-168,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07492|Italian - Banner,1023240676,LI07492|Italian - Banner,23015136628,08/02/2026,CA01229,56089607,3391,3391,15,0.44%,138.698741,126.665517,0,0,0,0,0,0.00%,2702,3254,83.04%,-137,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07493|Arabic - Banner,1023250444,LI07493|Arabic - Banner,23004968133,08/02/2026,CA01229,56089607,2890,2890,12,0.42%,102.368468,93.487185,0,0,0,0,0,0.00%,2378,2814,84.51%,-76,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07494|Turkish - Banner,1023249844,LI07494|Turkish - Banner,23015136376,08/02/2026,CA01229,56089607,3105,3105,13,0.42%,124.261541,113.480859,0,0,0,0,0,0.00%,2307,2926,78.84%,-179,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07495|Punjabi - Banner,1022880740,LI07495|Punjabi - Banner,23011137113,08/02/2026,CA01229,56089607,3512,3512,14,0.40%,129.446285,118.215785,0,0,0,0,0,0.00%,2897,3382,85.66%,-130,0
CL00003,784915671,INR,IO01268|DJCS Community Safety Reform Digital Direct Campaign Sep'25 to Apr'26 IO|LI07496|Spanish - Banner,1022859600,LI07496|Spanish - Banner,23015138131,08/02/2026,CA01229,56089607,3174,3174,17,0.54%,121.77613,111.211078,0,0,0,0,0,0.00%,2638,3050,86.49%,-124,0
CL00003,784915671,INR,IO01287|Viber - VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07581|Vietnamese - Banner - Burst - 2,1023213372,LI07581|Vietnamese - Banner - Burst - 2,23074100521,08/02/2026,CA01248,56168979,635,635,3,0.47%,32.08788,29.304,0,0,0,0,0,0.00%,481,576,83.51%,-59,0
CL00003,784915671,INR,IO01288|Zee5 - VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07583|Punjabi - Video - Burst - 4,1023213237,LI07583|Punjabi - Video - Burst - 4,23074041586,08/02/2026,CA01249,56130478,772,772,3,0.39%,52.111631,47.590531,709,487,357,288,607,85.61%,534,673,79.35%,-99,-63
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07589|Vietnamese - Banner - Burst - 2,1023213204,LI07589|Vietnamese - Banner - Burst - 2,23069919302,08/02/2026,CA01251,56168733,1037,1037,5,0.48%,38.169484,34.857976,0,0,0,0,0,0.00%,867,982,88.29%,-55,0
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07591|Punjabi - Banner - Burst - 2,1023598708,LI07591|Punjabi - Banner - Burst - 2,23069921006,08/02/2026,CA01251,56168733,1330,1330,6,0.45%,41.20825,37.633105,0,0,0,0,0,0.00%,1037,1275,81.33%,-55,0
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07593|Arabic - Banner - Burst - 2,1023598714,LI07593|Arabic - Banner - Burst - 2,23074032463,08/02/2026,CA01251,56168733,1328,1328,5,0.38%,46.835425,42.772078,0,0,0,0,0,0.00%,1066,1265,84.27%,-63,0
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07597|Vietnamese - 15sec - Burst - 2,1023205991,LI07597|Vietnamese - 15sec - Burst - 2,23074060759,08/02/2026,CA01251,56168733,1717,1717,8,0.47%,75.073455,68.560233,1640,1466,1385,1302,1437,87.62%,1243,1655,75.11%,-62,-77
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07599|Punjabi - 15sec - Burst - 2,1023212742,LI07599|Punjabi - 15sec - Burst - 2,23063990568,08/02/2026,CA01251,56168733,1922,1922,9,0.47%,68.431153,62.494204,1822,1580,1312,1232,1551,85.13%,1441,1866,77.22%,-56,-100
CL00003,784915671,INR,IO01290|VicReturn - FY26 CDS Campaign Oct'25 to Mar'26 IO|LI07601|Arabic - 15sec - Burst - 2,1023216227,LI07601|Arabic - 15sec - Burst - 2,23063996772,08/02/2026,CA01251,56168733,1729,1729,8,0.46%,66.791793,60.997071,1659,1399,1303,1227,1316,79.32%,1297,1643,78.94%,-86,-70
CL00003,784915671,INR,IO01293|Zee5 - DJCS Community Safety Reform Campaign Oct'25 to Apr'26 IO|LI07638|Punjabi Video,1023628018,LI07638|Punjabi Video,23070216885,08/02/2026,CA01254,56145668,3474,3474,14,0.40%,233.368039,213.121497,3338,1231,490,345,2864,85.80%,2908,3330,87.33%,-144,-136
CL00003,784915671,INR,IO01300|DEECA - ZoosVic Memberships Campaign Oct'25 to Apr' 26 IO|LI07699|Korean - Video - Burst - 2,1023716329,LI07699|Korean - Video - Burst - 2,23091342418,08/02/2026,CA01261,56148952,3590,3590,14,0.39%,141.885727,129.576006,3409,2703,2392,2161,3007,88.21%,2783,3403,81.78%,-187,-181
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07793|TVBJ - Cantonese - A - Burst -2 - 15sec - Video,1023698111,LI07793|TVBJ - Cantonese - A - Burst -2 - 15 sec - Video,23173418386,08/02/2026,CA01281,56227968,404,404,2,0.50%,16.273764,14.861885,395,296,264,236,346,87.59%,292,384,76.04%,-20,-9
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07793|TVBJ - Cantonese - A - Burst -2 - 6sec - Video,1023947884,LI07793|TVBJ - Cantonese - A - Burst -2 - 6sec - Video,23143504985,08/02/2026,CA01281,56227968,402,402,2,0.50%,17.654432,16.122769,382,333,304,287,297,77.75%,347,398,87.19%,-4,-20
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07794|TVBJ - Cantonese - B - Burst -2 - 15sec - Video,1024067587,LI07794|TVBJ - Cantonese - B - Burst -2 - 15sec - Video,23163860622,08/02/2026,CA01281,56227968,410,410,2,0.49%,18.156963,16.581701,407,298,266,241,353,86.73%,339,404,83.91%,-6,-3
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07794|TVBJ - Cantonese - B - Burst -2 - 6sec - Video,1023952621,LI07794|TVBJ - Cantonese - B - Burst -2 - 6sec - Video,23143508294,08/02/2026,CA01281,56227968,404,404,2,0.50%,18.379625,16.785046,402,353,331,321,307,76.37%,295,390,75.64%,-14,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07795|Zee5 - Hindi - A - Burst -2 - 6sec - Video,1023570960,LI07795|Zee5 - Hindi - A - Burst -2 - 6sec - Video,23138224035,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.803179,8.039433,189,179,153,127,144,76.19%,164,193,84.97%,-12,-16
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07796|Zee5 - Hindi - B - Burst -2 - 6sec -  Video,1023945160,LI07796|Zee5 - Hindi - B - Burst -2 - 6sec - Video,23143510034,08/02/2026,CA01281,56227968,201,201,1,0.50%,8.733791,7.976065,197,176,151,106,148,75.13%,165,188,87.77%,-13,-4
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07797|MPN - Nepalese - A - Burst -2 - 15sec - Video,1023698780,LI07797|MPN - Nepalese - A - Burst -2 - 15sec - Video,23173417561,08/02/2026,CA01281,56227968,379,379,2,0.53%,17.033444,15.555657,362,326,294,260,302,83.43%,302,363,83.20%,-16,-17
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07797|MPN - Nepalese - A - Burst -2 - 6sec - Video,1023952816,LI07797|MPN - Nepalese - A - Burst -2 - 6sec - Video,23143509353,08/02/2026,CA01281,56227968,370,370,2,0.54%,16.305756,14.891101,360,356,343,331,316,87.78%,288,367,78.47%,-3,-10
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07798|MPN - Nepalese - B - Burst -2 - 15sec - Video,1023697325,LI07798|MPN - Nepalese - B - Burst -2 - 15sec - Video,23173417648,08/02/2026,CA01281,56227968,403,403,2,0.50%,19.813499,18.09452,394,353,317,289,318,80.71%,293,384,76.30%,-19,-9
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07798|MPN - Nepalese - B - Burst -2 - 6sec - Video,1023951781,LI07798|MPN - Nepalese - B - Burst -2 - 6sec - Video,23138225010,08/02/2026,CA01281,56227968,366,366,2,0.55%,16.037639,14.646246,364,347,326,310,293,80.49%,315,357,88.24%,-9,-2
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07799|MPN - Cantonese - A - Burst-2 - Banner,1023572718,LI07799|MPN - Cantonese - A - Burst-2 - Banner,23138273001,08/02/2026,CA01281,56227968,3810,3810,17,0.45%,146.156605,133.476352,0,0,0,0,0,0.00%,3042,3707,82.06%,-103,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07800|MPN - Cantonese - B - Burst-2 - Banner,1023582359,LI07800|MPN - Cantonese - B - Burst-2 - Banner,23147970367,08/02/2026,CA01281,56227968,4285,4285,23,0.54%,165.712456,151.335576,0,0,0,0,0,0.00%,3479,4171,83.41%,-114,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07801|MPN - Hindi - A - Burst-2 - Banner,1023951823,LI07801|MPN - Hindi - A - Burst-2 - Banner,23138272008,08/02/2026,CA01281,56227968,2349,2349,10,0.43%,81.998167,74.884171,0,0,0,0,0,0.00%,1978,2293,86.26%,-56,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07802|MPN - Hindi - B - Burst-2 - Banner,1023951826,LI07802|MPN - Hindi - B - Burst-2 - Banner,23138273019,08/02/2026,CA01281,56227968,2313,2313,9,0.39%,80.23007,73.26947,0,0,0,0,0,0.00%,1767,2248,78.60%,-65,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07803|MPN - Nepalese - A - Burst-2 - Banner,1023571002,LI07803|MPN - Nepalese - A - Burst-2 - Banner,23143555622,08/02/2026,CA01281,56227968,1999,1999,9,0.45%,78.847896,72.007211,0,0,0,0,0,0.00%,1574,1949,80.76%,-50,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07804|MPN - Nepalese - B - Burst-2 - Banner,1023951820,LI07804|MPN - Nepalese - B - Burst-2 - Banner,23147969506,08/02/2026,CA01281,56227968,2043,2043,10,0.49%,81.077003,74.042925,0,0,0,0,0,0.00%,1634,1951,83.75%,-92,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07805|TVBJ - Cantonese - A - Burst -2 - 30sec - Video,1023561299,LI07805|TVBJ - Cantonese - A - Burst -2 - 30sec - Video,23138297220,08/02/2026,CA01281,56227968,327,327,2,0.61%,15.865635,14.489164,309,233,207,187,246,79.61%,245,317,77.29%,-10,-18
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07806|TVBJ - Cantonese - B - Burst -2 - 30sec - Video,1023582365,LI07806|TVBJ - Cantonese - B - Burst -2 - 30sec - Video,23138294790,08/02/2026,CA01281,56227968,330,330,2,0.61%,17.767633,16.226149,324,196,176,142,264,81.48%,239,318,75.16%,-12,-6
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07807|Zee5 - Hindi - A - Burst -2 - 15sec - Video,1023573222,LI07807|Zee5 - Hindi - A - Burst -2 - 15sec - Video,23138296998,08/02/2026,CA01281,56227968,219,219,1,0.46%,21.780036,19.890444,202,134,80,53,159,78.71%,158,199,79.40%,-20,-17
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07808|Zee5 - Hindi - B - Burst -2 - 15sec - Video,1023944245,LI07808|Zee5 - Hindi - B - Burst -2 - 15sec - Video,23147989678,08/02/2026,CA01281,56227968,229,229,1,0.44%,13.149644,12.008807,225,184,148,127,179,79.56%,160,211,75.83%,-18,-4
